PROTID	GENEID	18381_Liu_MAC3_C_GFP1_BIO1_S1_C12_1_INT	18382_Liu_MAC3_C_GFP2_BIO1_S1_D1_1_INT	18383_Liu_MAC3_C_GFP3_BIO1_S1_D2_1_INT	18385_Liu_MAC3_C_GFP4_BIO1_S1_D4_1_INT	18386_Liu_MAC3_C_GFP5_BIO1_S1_D5_1_INT	18387_Liu_MAC3_C_GFP6_BIO1_S1_D6_1_INT	18389_Liu_MAC3_C_GFP7_BIO1_S1_D8_1_INT	18390_Liu_MAC3_C_GFP8_BIO1_S1_D9_1_INT	18391_Liu_MAC3_C_GFP9_BIO1_S1_D10_1_INT	18422_Liu_MAC3_C_GFP1_BIO2_S3_A2_1_INT	18423_Liu_MAC3_C_GFP2_BIO2_S3_A3_1_INT	18424_Liu_MAC3_C_GFP3_BIO2_S3_A4_1_INT	18426_Liu_MAC3_C_GFP4_BIO2_S3_A6_1_INT	18427_Liu_MAC3_C_GFP5_BIO2_S3_A7_1_INT	18428_Liu_MAC3_C_GFP6_BIO2_S3_A8_1_INT	18430_Liu_MAC3_C_GFP7_BIO2_S3_A10_1_INT	18431_Liu_MAC3_C_GFP8_BIO2_S3_A11_1_INT	18432_Liu_MAC3_C_GFP9_BIO2_S3_A12_1_INT	18434_Liu_MAC3_C_GFP1_BIO3_S3_B2_1_INT	18435_Liu_MAC3_C_GFP2_BIO3_S3_B3_1_INT	18436_Liu_MAC3_C_GFP3_BIO3_S3_B4_1_INT	18438_Liu_MAC3_C_GFP4_BIO3_S3_B6_1_INT	18439_Liu_MAC3_C_GFP5_BIO3_S3_B7_1_INT	18440_Liu_MAC3_C_GFP6_BIO3_S3_B8_1_INT	18442_Liu_MAC3_C_GFP7_BIO3_S3_B10_1_INT	18443_Liu_MAC3_C_GFP8_BIO3_S3_B11_1_INT	18444_Liu_MAC3_C_GFP9_BIO3_S3_B12_1_INT	18446_Liu_MAC3_C_GFP1_AP1_S3_C2_1_INT	18447_Liu_MAC3_C_GFP2_AP1_S3_C3_1_INT	18448_Liu_MAC3_C_GFP3_AP1_S3_C4_1_INT	18450_Liu_MAC3_C_GFP4_AP1_S3_C6_1_INT	18451_Liu_MAC3_C_GFP5_AP1_S3_C7_1_INT	18452_Liu_MAC3_C_GFP6_AP1_S3_C8_1_INT	18454_Liu_MAC3_C_GFP7_AP1_S3_C10_1_INT	18455_Liu_MAC3_C_GFP8_AP1_S3_C11_1_INT	18456_Liu_MAC3_C_GFP9_AP1_S3_C12_1_INT	18458_Liu_MAC3_C_GFP1_AP2_S3_D2_1_INT	18459_Liu_MAC3_C_GFP2_AP2_S3_D3_1_INT	18460_Liu_MAC3_C_GFP3_AP2_S3_D4_1_INT	18462_Liu_MAC3_C_GFP4_AP2_S3_D6_1_INT	18463_Liu_MAC3_C_GFP5_AP2_S3_D7_1_INT	18464_Liu_MAC3_C_GFP6_AP2_S3_D8_1_INT	18466_Liu_MAC3_C_GFP7_AP2_S3_D10_1_INT	18467_Liu_MAC3_C_GFP8_AP2_S3_D11_1_INT	18468_Liu_MAC3_C_GFP9_AP2_S3_D12_1_INT	18470_Liu_MAC3_C_GFP1_AP3_S3_E2_1_INT	18471_Liu_MAC3_C_GFP2_AP3_S3_E3_1_INT	18472_Liu_MAC3_C_GFP3_AP3_S3_E4_1_INT	18474_Liu_MAC3_C_GFP4_AP3_S3_E6_1_INT	18475_Liu_MAC3_C_GFP5_AP3_S3_E7_1_INT	18476_Liu_MAC3_C_GFP6_AP3_S3_E8_1_INT	18478_Liu_MAC3_C_GFP7_AP3_S3_E10_1_INT	18479_Liu_MAC3_C_GFP8_AP3_S3_E11_1_INT	18480_Liu_MAC3_C_GFP9_AP3_S3_E12_1_INT
Q9BRK5	SDF4	0	0	37543.29	0	11584.07	40043.805	24831.207	23890.297	0	0	25413.518	35562.5	0	12157.398	41313.676	28290.977	0	18106.512	0	0	41367.844	0	12305.835	35404.547	0	23913.223	17863.36	78578.46	43772.81	74726.234	45137.266	44612.785	107931.13	94050.875	117091.37	76219.016	47450.055	72637.875	73445.11	42731.547	33458.92	119044.25	83729.25	127727.81	42891.887	35676.395	42584.062	50274.363	46180.24	77528.03	101645.32	77487.86	128278.805	79415.34
Q9BRP1	PDCD2L	866400.0	1022211.44	1163622.4	1323298.0	982693.06	1053882.8	824403.0	1008992.2	1190624.2	912506.0	1110682.0	1182468.0	1347715.1	986009.7	1082455.9	858420.75	997064.9	1259060.6	913669.4	1067466.2	1143168.2	1290719.4	992332.7	1012577.44	836920.56	962213.1	1239001.1	301718.9	309798.88	350589.72	397505.1	377748.97	399054.0	328497.38	329155.34	568971.9	314319.6	328792.66	373105.12	558028.0	318515.28	326004.5	330388.88	301590.25	497134.56	307178.44	468808.5	337146.0	357495.66	303383.94	319796.28	319708.84	310439.16	491692.5
Q9BRP4	PAAF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27864.186	35397.33	21155.291	31790.725	33202.85	8656.688	16755.457	0	33405.805	31473.984	33697.508	20654.625	34707.85	30794.877	25538.576	9934.694	11516.812	29984.871	32972.676	36031.875	23307.277	35360.6	30829.734	27082.314	7646.804	10948.807	25497.863
Q9BRP8	PYM1	84216.58	79047.77	101448.32	146859.22	117271.055	70323.08	97068.445	158094.73	252221.1	90630.625	116134.05	83501.59	163014.2	92400.875	65030.355	96825.234	186320.27	245559.28	59257.49	117861.89	69236.77	162155.17	80901.79	76735.12	106700.484	193779.06	249735.9	252853.3	218977.19	229509.05	218624.94	195667.36	143116.1	162456.78	89083.04	204345.36	244190.2	227295.78	197408.31	180750.44	248674.47	142536.5	152725.67	135215.9	213733.08	248078.7	249805.42	189063.55	231008.34	245351.19	152281.0	161694.94	119878.33	201737.39
Q9BRR3	PGAP4	42467.56	18321.19	46857.953	12924.206	40943.9	22601.736	0	20281.246	0	10212.139	0	39268.63	0	14488.46	13797.005	20135.293	0	14107.068	16646.08	17828.45	0	0	21009.555	19301.299	20993.777	17466.094	18774.521	19717.965	9250.323	14510.441	21435.629	14183.9375	44339.92	35849.94	42027.883	0	19905.688	17275.963	45339.938	41461.14	46340.65	46518.312	47275.21	43947.14	12153.973	44435.79	12669.747	39851.516	46448.992	38349.13	44271.617	43503.27	45935.89	6675.669
Q9BRR6	ADPGK	132315.06	111924.45	143738.22	93704.09	101013.54	90872.016	123381.03	106602.5	105714.51	134265.06	121114.36	154120.45	105251.22	137276.81	134414.4	133243.25	122880.195	96375.516	132967.84	122063.6	155251.9	115559.29	132739.23	139811.28	138281.02	118660.86	106455.86	118922.6	170216.53	161759.08	178089.0	98602.016	180405.73	105164.42	193124.47	110278.05	151772.58	147631.75	141511.88	60192.445	116313.38	137519.8	181175.47	195065.23	114089.02	125618.836	98122.2	130873.25	110254.08	97663.625	171481.08	123024.81	226106.03	111135.36
Q9BRR8	GPATCH1	601088.25	671714.4	553240.25	767146.44	728157.9	491784.9	671264.9	683773.3	751495.5	588578.44	583840.8	591301.9	860612.7	722742.06	604743.2	590411.7	726457.6	731622.2	630634.3	641502.25	518501.22	852370.3	685228.8	543348.06	641059.4	709422.8	739758.4	182206.75	194007.56	205397.02	203139.33	234494.72	191673.67	200937.81	176274.16	202159.3	228152.44	222597.03	174602.95	207715.1	202353.86	197400.2	241769.2	152918.14	156354.44	185891.48	181502.08	168176.78	195795.03	230251.12	200136.25	207813.06	168565.53	160496.08
Q9BRS2	RIOK1	146271.02	147634.0	111537.555	107186.47	136587.3	96297.87	134667.47	137181.92	149211.03	145312.9	133899.1	115608.805	107588.93	149960.61	119775.14	135505.22	134955.33	135482.77	148513.84	144016.31	104773.336	128812.02	136187.4	116055.0	139769.8	124885.03	143159.61	38969.902	48803.492	51537.355	50157.582	58860.56	96750.44	72400.19	80177.266	50059.45	47835.816	49952.797	78105.586	50150.918	54954.39	82606.586	78947.11	62365.895	42975.53	53798.605	51590.152	77551.3	49737.367	56492.12	82338.34	85901.266	77854.37	41786.652
Q9BRS8	LARP6	53924.242	59373.5	82530.98	53003.305	56111.086	83783.11	33839.266	34032.656	45573.0	67106.016	71096.875	52336.04	67033.82	57167.953	69369.83	50606.87	49396.19	67068.54	60556.48	62265.09	63840.207	50145.926	56648.21	79048.19	54983.758	59969.06	53775.523	54968.797	83005.37	28988.111	37311.15	61196.574	16541.521	27601.363	8618.996	40570.418	55464.117	37077.094	42081.11	50410.367	35146.906	38438.918	22905.576	23287.584	32566.771	41488.902	38953.883	38526.09	52601.547	54536.266	44183.625	37369.36	29061.387	32014.658
Q9BRT2	UQCC2	122866.53	34378.895	252960.89	38321.188	183689.9	241019.25	49458.65	16224.826	33741.414	102305.64	48979.6	218820.97	39373.246	185978.16	226382.4	38901.6	41656.363	56455.62	130994.0	64965.094	206647.67	52445.723	197639.92	227693.73	54595.004	43205.82	65199.895	56937.227	50407.406	57024.58	53681.016	56993.11	53404.027	46853.348	77659.82	55882.883	55067.844	51301.63	60292.43	56452.47	50974.89	54918.344	51929.75	78458.08	48769.727	55128.07	57285.535	59801.742	54447.812	56356.773	55886.78	49391.438	81253.93	53277.953
Q9BRT6	LLPH	65398.86	68516.516	65178.11	77303.086	65812.2	68245.58	79099.09	85111.48	117845.23	65986.73	62511.125	60449.023	71168.68	60487.24	84228.99	76985.52	114266.03	113191.35	62724.93	64460.758	62659.46	77508.125	84495.78	58810.62	102793.51	107074.72	124850.34	89623.44	107829.336	110640.85	73550.89	144133.6	81434.625	76374.63	61370.938	148839.03	100559.5	106491.28	130815.32	100036.16	114733.69	97823.15	69466.3	56595.54	91693.94	69171.85	111553.03	138434.77	106827.86	147219.61	78774.336	113600.0	26619.586	79581.64
Q9BRT9	GINS4	17377.648	18755.725	19522.818	17569.826	18934.008	15029.731	24076.045	21604.191	23731.953	20693.934	16887.97	14262.668	20824.564	17496.467	16881.953	21996.275	20053.053	19814.041	17398.416	21557.342	17133.814	21384.258	18682.658	16788.291	19241.65	21194.719	24658.652	0	0	68859.266	0	0	63848.43	24603.354	58755.71	0	0	0	67643.03	0	0	58638.48	50270.49	60353.72	0	0	0	64170.09	0	0	71554.57	58439.336	68170.2	0
Q9BRU9	UTP23	0	0	0	13718.91	15689.185	0	0	0	0	0	50533.887	0	14185.321	16350.403	0	0	0	0	0	0	0	38586.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BRV8	SIKE1	11999.598	11203.521	22150.82	0	14748.867	21039.615	0	0	0	9866.235	6250.9307	13897.247	9599.789	15364.4	15203.977	4789.1016	0	0	9070.388	5476.13	13312.425	7965.22	12134.358	13629.035	7598.4453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BRX2	PELO	40638.996	43640.086	44592.902	34187.594	38016.598	25887.271	41908.047	41826.22	40153.316	44882.812	45061.656	48252.855	33638.67	40119.875	42376.754	41873.215	52008.883	45546.39	40832.695	45527.176	30003.084	39371.703	42450.883	42599.22	48560.79	59850.754	50966.137	36315.926	40933.27	18261.379	21124.422	43497.973	20479.625	39408.03	29384.85	42130.28	42431.797	45887.67	44570.992	37209.832	44866.008	23625.4	20362.53	24895.062	40137.484	48933.33	34947.664	39869.16	43633.26	37624.215	20059.002	24245.35	28108.773	47421.305
Q9BRX5	GINS3	74774.875	87311.86	73852.46	88186.555	80309.49	14559.892	47821.42	55163.22	106501.5	89459.84	82124.95	18237.05	107181.77	36465.516	40546.695	45793.25	106396.19	96840.42	94333.91	52571.19	36485.863	121992.03	60887.03	5237.365	33131.598	103872.69	105482.48	52579.633	19970.578	19921.553	42347.39	96265.55	77682.45	39772.258	93446.83	53017.906	62768.22	42848.547	50683.258	39004.22	78719.11	38385.023	91844.19	90225.62	46568.492	60425.016	20524.986	20329.35	20045.086	75144.516	40131.59	43197.344	75625.94	42823.59
Q9BRX8	PRXL2A	0	14286.083	0	0	0	0	0	0	0	0	0	0	0	0	0	15916.839	0	0	0	0	0	0	0	0	0	17058.693	0	11663.102	12607.538	20555.252	0	0	15414.809	0	0	8473.295	18959.646	13132.008	18013.016	21186.621	13267.492	16078.063	0	0	0	17371.615	13284.931	16135.903	7582.8525	12652.728	0	15560.204	0	7441.226
Q9BRX9	WDR83	128100.875	115445.73	182835.33	139007.55	156062.86	186957.11	105301.28	104992.82	78572.25	130261.266	115377.81	169834.39	144647.2	176326.48	179083.36	125223.11	101190.97	86451.61	149091.95	124405.836	170965.88	161731.34	163077.34	171797.25	140326.9	119888.97	91283.01	39435.965	0	25854.678	22371.713	42915.402	26116.266	20489.232	21624.814	22509.652	21218.527	23088.762	38142.5	26485.385	23231.36	24414.543	22476.94	24784.588	0	39907.32	16691.59	41111.1	0	15504.347	25399.008	23643.979	21341.945	0
Q9BRY0	SLC39A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5624.7207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BS16	CENPK	55435.617	25739.719	54806.836	54670.496	84646.95	60745.703	23876.922	26168.254	17355.527	57920.29	16995.22	55870.535	62341.332	49273.18	55380.277	23743.006	19957.473	22825.773	52779.727	22689.475	54550.656	59052.28	51482.246	56108.47	22919.719	18428.035	22000.525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BS18	ANAPC13	0	0	0	23460.268	0	0	0	0	37377.83	0	0	0	22451.29	0	0	0	0	0	0	0	0	19156.871	0	0	0	0	0	0	59812.64	19619.607	33115.6	22988.803	20596.783	24292.514	0	31752.586	46408.61	37116.926	25497.832	36765.25	34165.613	25023.611	26872.094	0	26958.188	34729.723	28184.457	24419.6	35937.035	35189.484	24761.566	26868.166	62439.14	25414.398
Q9BS26	ERP44	131367.34	88479.09	160198.14	28771.902	113620.37	106025.52	109533.55	30705.54	18959.559	147394.03	79009.375	159261.3	19261.45	119217.375	136348.53	104512.12	61238.227	52755.78	121566.96	77704.445	146934.33	32228.268	121908.56	140913.6	68219.74	58039.2	12697.072	112979.36	112658.93	119380.12	105936.055	92740.3	133311.53	101851.81	188679.02	82907.87	106585.48	114565.11	151294.5	127108.0	114061.625	124595.04	106842.87	188601.86	95213.86	109692.79	110306.76	131867.6	123025.83	114905.72	163477.56	128645.664	198408.72	85821.56
Q9BS40	LXN	0	0	12970.211	0	0	15056.985	9722.669	0	10396.259	15626.372	14548.798	13900.4795	7284.8726	13756.812	16378.823	17945.424	13959.883	9401.957	16749.05	13460.265	14164.975	0	13231.307	13447.558	0	11184.267	0	0	0	0	0	0	0	0	24160.988	0	0	0	0	0	0	24554.363	0	0	0	0	0	0	0	0	24161.523	0	27988.566	0
Q9BSB4	ATG101	30635.945	9772.349	32231.678	25008.732	31526.342	37051.887	12133.758	11085.709	6826.68	30318.43	8525.205	29085.637	25983.043	25787.553	33655.83	11845.333	9330.442	7000.966	30549.404	6593.0425	33195.21	28257.965	24233.4	33819.277	9263.828	6225.7886	5987.8706	34074.918	53456.875	0	14520.994	10493.495	18195.885	16602.693	13978.292	54749.926	16036.405	37344.42	0	35691.133	38335.875	19010.941	19638.715	16140.273	56820.43	11508.787	62002.535	0	40391.49	33357.562	24961.709	17110.428	12692.283	64747.383
Q9BSC4	NOL10	84497.336	86316.47	97304.0	101584.04	94204.71	92390.32	85608.7	93852.37	121383.0	66692.28	81141.984	71741.89	94899.09	74524.55	96549.34	68563.23	97418.59	107351.31	86835.836	78810.41	96020.09	103206.07	97221.78	98442.516	74391.13	86487.664	111934.77	21792.633	40474.168	26832.143	32794.156	29119.445	44963.645	0	16392.092	35327.547	23078.238	48824.758	17696.238	46609.164	42483.188	17774.975	46040.773	16505.666	34419.223	40204.805	31820.078	25918.57	35155.484	39944.6	16357.08	14124.063	18923.355	33153.836
Q9BSD7	NTPCR	21782.094	18760.74	21618.137	14500.397	15910.729	21965.393	28729.363	24056.715	16562.926	19957.812	20273.898	20751.656	13512.704	17442.102	22586.56	30429.47	21121.39	19024.115	20313.617	20314.756	18933.324	14597.916	18572.887	21246.248	27267.178	22781.184	18522.793	200044.38	199095.64	187872.75	167644.47	163785.16	164462.5	117775.55	169240.67	184365.28	146591.67	187588.73	123704.99	174883.4	158552.17	186869.23	127010.67	157811.19	200932.0	142713.23	183487.89	167626.02	185333.19	136594.23	204455.14	156128.12	158586.06	213651.0
Q9BSF4	TIMM29	39127.473	23839.637	38898.215	26465.63	23752.729	36478.57	26980.533	28004.49	28260.69	36742.914	23349.65	40149.46	26021.658	34093.76	34676.047	25039.201	24934.973	26628.055	27157.924	22369.768	37119.75	39156.004	34532.207	32774.863	25878.139	24848.879	28735.875	16525.277	14033.371	18150.293	16276.664	16219.214	28727.992	32968.41	32256.406	18525.15	17575.486	17830.418	16985.852	16237.957	16416.857	24072.93	24925.188	35556.79	17745.023	16461.344	17857.027	15006.861	17236.18	16600.72	47110.125	42424.484	35655.523	19305.414
Q9BSF8	BTBD10	0	0	0	0	0	0	17011.998	13064.541	18787.31	0	0	0	0	0	0	0	0	0	0	9367.291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BSG0	PRADC1	3568.4934	8737.483	0	8916.861	0	0	13684.294	0	19944.518	0	11121.623	0	7411.777	0	0	12613.897	10063.203	17820.768	0	9964.5205	0	0	0	0	10389.059	10424.335	16314.75	117126.66	387215.56	172770.9	209928.11	109318.68	84953.766	90699.695	59202.2	298996.2	211859.61	287550.84	177613.23	308272.3	185711.22	74350.71	97874.234	69193.164	244645.44	146001.48	357270.9	135096.69	291416.75	182641.8	112026.67	119572.8	59492.414	331476.12
Q9BSH4	TACO1	31069.592	23976.18	31040.9	29813.111	40263.875	31871.418	38124.086	28337.316	21346.244	26009.066	24540.543	25122.625	24723.012	36930.42	26555.592	38398.09	30430.88	30488.824	38052.38	30189.473	27537.113	24158.732	36117.97	32314.566	38265.863	27240.549	27394.709	36087.164	34169.45	28472.752	32069.742	30271.654	45640.36	41142.39	119860.63	31330.201	30123.006	30075.428	31400.43	28648.096	28344.99	44182.703	47043.367	107488.14	29221.787	31401.05	34581.9	31320.21	36636.223	34203.777	47197.164	51394.016	113526.14	32339.393
Q9BSJ2	TUBGCP2	111012.53	143522.3	95527.914	125996.49	110005.82	140119.81	137424.31	161149.48	161472.4	127722.03	170246.0	130817.445	114564.59	119983.12	112164.56	171255.84	171136.36	130253.516	137119.52	161328.06	129207.625	99134.62	117859.79	147750.83	143122.25	170489.0	167440.69	147508.34	161733.58	195609.36	137261.3	177178.39	167828.14	205821.97	176916.3	147698.05	178806.4	166808.1	196286.42	154244.03	171871.27	219298.25	196007.2	171371.39	138502.47	192874.33	180852.36	187974.4	160721.16	173512.52	196500.6	189157.5	172433.03	121858.81
Q9BSJ8	ESYT1	746042.9	910176.06	604892.0	825874.6	658652.5	575010.3	969579.8	898703.0	1138743.6	825509.75	969056.44	632703.5	817089.5	599915.1	513389.8	974936.1	1001082.8	1213220.8	694304.4	957002.9	599746.5	940992.75	634140.06	560553.6	1048540.0	928786.8	1220897.1	989792.0	987700.25	916530.06	1182234.2	984923.8	1088147.4	1145523.5	1152012.4	1244224.9	1003943.7	941991.7	887161.4	1159089.1	964736.5	1205239.9	1142953.0	1113933.9	1155758.4	993720.5	1026567.6	924546.75	1086971.9	988116.0	1086506.2	1169992.4	1133500.9	1219581.2
Q9BSL1	UBAC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32427.715	0	21761.67	0	0	0	0	0	0	0	24089.45	27548.367	0	0	0	0	0	0	26772.31	0	23364.107	0
Q9BSM1	PCGF1	116711.984	96258.94	93874.664	90841.45	105875.875	100489.15	104721.89	117665.305	110643.94	96493.89	106575.4	106129.25	106806.53	98306.41	104789.375	117783.016	153001.78	98551.28	102463.55	107091.11	92347.18	76611.67	99439.44	93372.234	103386.08	121311.94	94172.46	40386.266	39340.656	43771.008	35614.41	41619.934	37525.902	38462.086	31845.896	37291.547	36571.355	35132.773	40549.496	34126.25	36281.066	40883.41	40610.57	28013.219	29197.818	37860.543	35353.836	29993.525	33874.914	38797.492	38128.89	39916.965	0	32396.26
Q9BSQ5	CCM2	11318.404	11611.636	14588.418	0	10233.023	12063.585	12239.369	0	0	13374.294	9532.56	145809.06	0	10358.156	13682.4795	9703.299	8774.283	7499.6465	0	12150.811	11896.87	0	11177.881	9678.221	10766.046	8515.951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BSR8	YIPF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13681.434	14022.974	11710.969	0	12790.401	0	0	0	19506.475	15950.817	12911.592	11026.384	0	0	0	0	0	21669.787	0	0	0	0	0	0	0	0	22026.393
Q9BST9	RTKN	0	0	22762.355	0	0	0	0	0	0	0	0	24257.295	0	0	25253.342	0	0	0	0	0	0	0	0	21092.855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BSU1	PHAF1	55957.87	33899.78	53444.14	84406.8	53945.54	59126.6	39429.016	40231.35	56881.31	23362.936	33979.234	38813.027	75615.88	47550.766	56632.53	49965.867	38339.016	48436.492	37502.12	30940.111	55237.754	27401.291	47952.94	38570.027	39680.664	39848.953	44814.78	0	0	0	0	0	0	0	9473.071	0	0	0	0	0	0	0	0	9263.875	0	0	0	0	0	0	0	0	9015.954	0
Q9BSV6	TSEN34	27891.285	52823.13	0	43379.598	23499.35	22509.725	36359.227	73724.07	61688.94	35305.17	52897.473	30048.71	22805.418	25394.85	24597.104	0	16709.934	29805.797	24674.127	55286.547	0	43896.33	23959.348	22151.14	109136.42	28876.256	55291.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BSY9	DESI2	0	17987.203	0	0	0	0	17627.654	0	0	0	19390.193	0	0	0	0	0	0	0	0	0	0	0	0	0	20011.803	0	14444.2705	0	0	0	0	0	0	0	0	192318.1	0	0	0	370380.94	0	0	31668.521	30801.754	235208.31	40042.895	615411.94	0	0	26240.287	33126.85	0	32495.307	198419.84
Q9BT09	CNPY3	60701.766	31953.44	30487.965	19573.291	45361.52	44511.336	31783.562	24735.535	17513.451	30517.004	26554.465	46349.715	22274.162	49606.383	30036.447	32657.562	23431.646	15001.774	50061.75	28920.484	51506.305	16064.727	27017.547	48776.473	29318.766	27634.398	17418.59	36656.168	31799.113	41515.53	30919.031	39225.055	264355.44	164741.84	277785.0	22880.07	38323.594	32136.453	320079.88	31115.89	39694.59	334986.62	216137.88	128497.55	21212.793	37664.535	33222.18	223865.73	28063.062	43264.855	257329.28	173382.08	272147.28	22888.184
Q9BT17	MTG1	0	24878.21	10140.876	25584.236	9158.992	9928.276	23900.916	25386.346	26087.418	0	21308.436	9702.14	25358.236	11238.819	13250.89	19011.072	25445.945	20765.092	0	22755.787	8810.887	26736.072	8707.113	0	19315.9	22386.803	20523.092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BT22	ALG1	31448.771	22671.986	31365.13	28085.895	33755.785	29604.28	33484.36	32513.45	28398.256	27528.477	27291.605	27331.488	0	21028.283	24547.764	56141.797	58401.93	11241.497	28674.139	54644.832	33644.242	26727.592	25725.727	24891.18	39523.188	26453.121	24839.695	69710.33	72886.25	73520.195	72669.195	61471.527	37856.996	37727.766	66956.14	22816.383	75277.69	70382.75	69909.86	37313.855	63945.21	74148.266	65968.83	72359.625	38641.836	69699.55	36452.645	71098.805	67270.85	33436.0	70788.61	67433.16	69852.625	10348.781
Q9BT23	LIMD2	13391.978	7656.7764	14571.115	0	0	22464.82	0	0	0	16133.638	14992.6045	17498.223	6250.314	14941.661	21451.814	18781.61	0	0	17514.053	15216.683	18559.912	0	15192.077	22856.22	12301.928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BT25	HAUS8	184835.02	178739.62	133228.56	133842.36	205895.73	155790.4	137812.38	159135.03	105559.44	154435.42	152222.38	186694.2	130347.125	188514.27	198728.6	158805.83	158806.4	133400.19	183800.56	171705.97	160719.1	141748.27	194331.4	180357.08	160160.62	166967.56	115969.625	94283.2	72630.47	74426.18	87513.82	109054.42	130611.57	136501.14	88429.68	94513.68	70008.66	75869.73	80631.95	159322.95	93468.53	102995.41	139585.33	108061.65	85938.22	76580.42	76921.36	143220.39	68589.95	63133.062	146428.69	154070.45	113934.516	70918.03
Q9BT67	NDFIP1	56439.965	69619.914	74528.586	63140.1	55094.22	66637.63	94205.88	63050.297	64660.316	78026.05	92484.74	83502.3	63902.43	69992.53	87208.11	96613.75	87021.68	75291.805	79031.89	82286.484	64598.805	63347.8	64385.95	84187.16	97223.46	80381.95	70032.2	98160.39	89313.61	99936.44	121692.47	92790.8	99656.664	115274.63	179036.95	69503.92	91236.53	92449.69	90525.65	90333.81	108597.8	115497.46	106618.25	180794.89	70094.13	108189.34	82811.44	90941.69	91333.3	112545.03	123353.75	111917.47	208617.81	69684.016
Q9BT73	PSMG3	0	8823.293	0	0	0	0	13160.979	9648.519	0	0	12089.222	0	0	0	0	15908.355	12723.051	11188.825	9375.705	8870.69	0	0	0	0	15169.484	11128.957	7095.1206	28886.2	30076.66	29356.953	28842.123	27465.94	25624.342	26848.729	35363.527	26723.133	29388.535	27777.32	32287.545	30811.703	29486.578	28033.805	28875.111	33667.72	22677.963	28597.32	26831.676	30217.385	29772.506	27901.676	29788.19	28802.014	34592.43	23997.887
Q9BT78	COPS4	441019.34	290508.1	348867.9	336206.5	397615.56	351628.28	301154.66	321348.16	397173.78	397289.4	299735.9	324101.38	344381.47	393377.56	317442.94	293865.72	351557.8	334255.06	379017.22	273727.22	317531.47	372571.97	345845.75	342342.28	321156.62	332475.44	364085.7	380785.1	372449.03	388521.78	355198.0	384832.9	394123.84	425514.34	392428.53	365036.16	399510.66	328651.78	363678.7	337902.5	355222.28	397635.75	452153.12	447496.5	342231.7	369267.3	379207.78	421372.1	376452.78	346675.88	392444.0	407635.78	457804.3	337289.3
Q9BT88	SYT11	0	0	0	0	0	0	22806.086	22345.016	0	29629.164	25387.305	0	0	0	0	28134.164	21246.35	20017.111	0	23734.547	0	0	0	0	22037.062	22341.002	33791.734	177402.67	67170.66	58476.523	84337.93	56677.082	77758.53	64234.457	66032.77	67354.44	65785.34	51034.59	55608.793	59388.926	55197.215	71876.1	64766.36	129485.1	49370.113	15810.239	48123.977	60477.934	62915.793	0	68525.22	59707.78	67505.1	59201.54
Q9BTA9	WAC	188866.44	187889.78	183345.52	245770.75	197614.64	172441.69	183472.11	176131.31	185235.38	206039.98	218405.88	149623.69	268313.7	178461.97	129812.2	161663.78	182725.9	165321.62	201696.78	212843.3	147993.83	247614.88	169266.34	130622.305	168386.3	225099.42	163695.98	24697.0	41625.086	31596.719	71543.58	60414.918	66769.56	39188.73	59017.684	22015.105	22940.018	29591.2	60096.727	51730.89	21673.215	25695.006	53220.54	48789.766	51466.11	24671.87	93180.03	34702.465	31617.459	21037.318	58698.89	34331.777	48421.703	60500.016
