PROTID	GENEID	18381_Liu_MAC3_C_GFP1_BIO1_S1_C12_1_INT	18382_Liu_MAC3_C_GFP2_BIO1_S1_D1_1_INT	18383_Liu_MAC3_C_GFP3_BIO1_S1_D2_1_INT	18385_Liu_MAC3_C_GFP4_BIO1_S1_D4_1_INT	18386_Liu_MAC3_C_GFP5_BIO1_S1_D5_1_INT	18387_Liu_MAC3_C_GFP6_BIO1_S1_D6_1_INT	18389_Liu_MAC3_C_GFP7_BIO1_S1_D8_1_INT	18390_Liu_MAC3_C_GFP8_BIO1_S1_D9_1_INT	18391_Liu_MAC3_C_GFP9_BIO1_S1_D10_1_INT	18422_Liu_MAC3_C_GFP1_BIO2_S3_A2_1_INT	18423_Liu_MAC3_C_GFP2_BIO2_S3_A3_1_INT	18424_Liu_MAC3_C_GFP3_BIO2_S3_A4_1_INT	18426_Liu_MAC3_C_GFP4_BIO2_S3_A6_1_INT	18427_Liu_MAC3_C_GFP5_BIO2_S3_A7_1_INT	18428_Liu_MAC3_C_GFP6_BIO2_S3_A8_1_INT	18430_Liu_MAC3_C_GFP7_BIO2_S3_A10_1_INT	18431_Liu_MAC3_C_GFP8_BIO2_S3_A11_1_INT	18432_Liu_MAC3_C_GFP9_BIO2_S3_A12_1_INT	18434_Liu_MAC3_C_GFP1_BIO3_S3_B2_1_INT	18435_Liu_MAC3_C_GFP2_BIO3_S3_B3_1_INT	18436_Liu_MAC3_C_GFP3_BIO3_S3_B4_1_INT	18438_Liu_MAC3_C_GFP4_BIO3_S3_B6_1_INT	18439_Liu_MAC3_C_GFP5_BIO3_S3_B7_1_INT	18440_Liu_MAC3_C_GFP6_BIO3_S3_B8_1_INT	18442_Liu_MAC3_C_GFP7_BIO3_S3_B10_1_INT	18443_Liu_MAC3_C_GFP8_BIO3_S3_B11_1_INT	18444_Liu_MAC3_C_GFP9_BIO3_S3_B12_1_INT	18446_Liu_MAC3_C_GFP1_AP1_S3_C2_1_INT	18447_Liu_MAC3_C_GFP2_AP1_S3_C3_1_INT	18448_Liu_MAC3_C_GFP3_AP1_S3_C4_1_INT	18450_Liu_MAC3_C_GFP4_AP1_S3_C6_1_INT	18451_Liu_MAC3_C_GFP5_AP1_S3_C7_1_INT	18452_Liu_MAC3_C_GFP6_AP1_S3_C8_1_INT	18454_Liu_MAC3_C_GFP7_AP1_S3_C10_1_INT	18455_Liu_MAC3_C_GFP8_AP1_S3_C11_1_INT	18456_Liu_MAC3_C_GFP9_AP1_S3_C12_1_INT	18458_Liu_MAC3_C_GFP1_AP2_S3_D2_1_INT	18459_Liu_MAC3_C_GFP2_AP2_S3_D3_1_INT	18460_Liu_MAC3_C_GFP3_AP2_S3_D4_1_INT	18462_Liu_MAC3_C_GFP4_AP2_S3_D6_1_INT	18463_Liu_MAC3_C_GFP5_AP2_S3_D7_1_INT	18464_Liu_MAC3_C_GFP6_AP2_S3_D8_1_INT	18466_Liu_MAC3_C_GFP7_AP2_S3_D10_1_INT	18467_Liu_MAC3_C_GFP8_AP2_S3_D11_1_INT	18468_Liu_MAC3_C_GFP9_AP2_S3_D12_1_INT	18470_Liu_MAC3_C_GFP1_AP3_S3_E2_1_INT	18471_Liu_MAC3_C_GFP2_AP3_S3_E3_1_INT	18472_Liu_MAC3_C_GFP3_AP3_S3_E4_1_INT	18474_Liu_MAC3_C_GFP4_AP3_S3_E6_1_INT	18475_Liu_MAC3_C_GFP5_AP3_S3_E7_1_INT	18476_Liu_MAC3_C_GFP6_AP3_S3_E8_1_INT	18478_Liu_MAC3_C_GFP7_AP3_S3_E10_1_INT	18479_Liu_MAC3_C_GFP8_AP3_S3_E11_1_INT	18480_Liu_MAC3_C_GFP9_AP3_S3_E12_1_INT
O60237	PPP1R12B	25716.201	9763.529	59709.215	8601.145	11204.993	68942.61	25285.395	8601.553	17368.82	0	36165.43	43855.008	7583.0664	9928.023	46543.934	8836.165	22578.926	4837.452	0	32195.756	53739.188	11435.292	10115.67	40742.008	11205.76	7474.971	15463.955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O60239	SH3BP5	14266.52	14621.854	13192.747	14266.614	11695.771	11773.197	14475.48	110286.55	199944.56	14156.201	12516.834	13682.407	0	11154.217	11006.004	11060.404	31779.605	28033.863	12954.682	14107.57	19475.717	12735.135	9696.195	0	15453.605	28757.371	27562.377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O60244	MED14	91230.78	149187.25	93477.92	166139.7	96012.87	97058.92	101658.64	114190.01	132376.7	104248.22	200068.33	94048.516	142920.14	89787.62	88413.0	105750.3	100102.33	99862.76	91118.625	112087.84	159182.75	170513.78	91844.47	90745.54	106539.766	110486.39	95142.13	219646.89	389856.2	312697.28	293629.88	280292.16	253451.88	276015.3	148007.61	213983.56	232032.28	341488.7	310668.28	222629.1	293468.7	285669.34	238677.33	220219.61	284368.0	266087.94	315034.0	296276.72	352450.7	307858.47	270234.4	266995.28	195959.89	223890.28
O60245	PCDH7	56816.83	88802.96	0	81865.35	74254.484	16064.726	78792.85	89331.84	88315.516	58444.83	65526.43	20487.791	104331.85	77291.79	59084.36	83756.98	92229.09	54895.074	63255.258	79611.71	31229.816	86139.48	78921.31	55057.727	91205.45	88665.97	57027.984	427433.5	372700.12	389954.88	444593.88	367357.53	404648.0	458919.0	445353.0	452206.62	366906.97	331301.16	381196.28	476924.6	397275.84	505370.28	456139.16	506123.84	397903.78	423197.06	409449.38	392802.84	458674.25	410908.75	528885.5	476361.7	523817.44	451046.22
O60256	PRPSAP2	263417.53	216130.92	175538.94	74836.2	203867.14	191533.67	253800.22	218656.73	169219.98	248224.19	242968.42	184524.27	120344.234	171510.83	148431.5	282569.0	254088.67	182811.58	272837.97	208139.8	156193.44	87390.77	168401.27	157383.84	278346.5	234479.45	199126.95	314354.03	228172.08	256635.69	246422.12	250007.19	331065.72	284584.66	533837.8	265583.2	304882.56	242814.2	274195.3	257805.98	287779.88	315699.3	320943.25	505843.75	124675.71	287609.4	248194.69	258293.08	256664.64	273837.94	371432.25	266547.66	558446.3	115855.93
O60264	SMARCA5	745443.0	760794.3	678521.3	902019.4	635439.8	589256.06	484862.0	561467.06	655856.8	839705.3	745264.8	648041.94	701366.06	668917.4	562906.5	677680.1	581820.5	594731.1	855756.75	751054.4	641813.75	1013746.7	730064.7	626417.44	816734.4	569191.8	655145.5	314755.06	358557.6	346092.22	311990.22	327051.62	247081.67	297363.72	161907.62	319362.47	312844.4	330637.4	261944.89	304100.7	226518.77	282108.9	326320.06	181945.47	322015.4	331143.47	281238.34	263252.03	287862.3	243041.89	231226.42	255094.7	184123.5	336074.6
O60266	ADCY3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20710.746	17382.88	22412.406	23112.473	12765.453	18557.6	24092.51	20604.84	27867.814	0	16127.901	28742.938	24589.8	19263.059	20541.523	32727.295	22656.836	20063.95	22636.053	0	0	21869.625	21466.014	0	28555.75	0
O60271	SPAG9	1435734.8	1578277.8	1311594.8	1483151.2	1291885.4	1205969.4	1482934.6	1340432.9	1494717.9	1290672.4	1648602.0	1360088.0	1446928.8	1358008.1	1237358.5	1429783.8	1589671.8	1590775.9	1422974.8	1606147.5	1229863.6	1455100.8	1232593.6	1312438.8	1562161.1	1635796.9	1580860.0	1239594.8	1369745.1	1202597.9	1293281.5	1285984.8	1274347.0	1054462.9	966585.1	1299583.6	1234666.2	1290750.8	1322946.0	1232525.4	1364745.6	1180717.1	1085729.0	965664.1	1261331.0	1306998.1	1407065.2	1133384.8	1046591.2	1293994.0	1163071.5	1095620.4	886802.25	1142235.0
O60281	ZNF292	11587.785	0	18816.246	20465.504	23374.32	21740.494	71548.664	56618.055	48818.69	11676.901	56310.406	17853.838	21636.973	20332.285	7704.7324	44685.316	47981.113	56781.17	10126.777	52028.863	20401.12	22538.055	20453.908	7572.7104	57333.688	50681.14	43265.66	131010.445	121883.99	121773.11	133209.95	124794.125	97269.734	81743.74	44780.473	0	91119.35	115999.99	80838.23	0	119017.36	84671.97	113782.05	37992.523	0	100481.984	82776.43	113444.79	125718.164	80141.81	94999.67	78072.086	47769.234	0
O60282	KIF5C	126385.13	138898.06	123507.33	109288.69	124432.86	136610.78	105604.53	132527.98	151022.61	115580.04	132811.1	121419.64	128838.05	124352.414	129117.59	122594.984	132465.94	138179.03	129373.63	121378.87	119337.58	137449.33	116485.7	118505.914	130580.97	147786.28	150095.48	74501.96	77143.625	115309.94	77374.19	58150.11	129271.16	120869.47	118754.875	41644.453	89921.35	98174.79	123647.23	99447.72	71126.82	114137.92	98086.53	138787.39	92195.72	69580.18	71492.99	115023.08	98415.09	107832.53	109022.45	106081.34	68410.93	58304.42
O60287	URB1	53706.906	140727.6	53267.19	53661.71	37311.88	63971.477	219157.12	154645.34	151164.3	173896.88	141929.31	50972.547	56017.906	18705.072	46774.707	148243.16	167472.56	130998.11	0	146142.36	53892.035	112432.7	47239.203	72820.32	141848.6	155001.69	126793.28	0	0	0	0	0	29298.035	1970.6486	0	0	0	0	1638.6266	0	0	3143.887	30001.094	28523.664	0	0	0	1749.3346	0	0	27384.64	2208.0024	33133.516	0
O60291	MGRN1	21372.502	39787.383	29288.604	33082.51	24194.201	30602.38	23587.447	9248.502	0	29006.045	0	30900.23	0	15796.412	27184.947	9654.729	8781.371	8023.3506	36145.914	8463.878	25723.34	27686.477	25709.004	0	11441.846	9276.373	7966.704	0	0	19561.31	0	0	40979.48	14905.514	56517.38	40498.246	21038.969	0	15441.698	72175.664	21027.623	38572.883	31365.877	71095.45	41912.09	0	32769.523	0	0	0	44752.18	39166.08	53952.633	12127.087
O60292	SIPA1L3	352257.72	300034.84	343878.62	375139.03	349075.0	307638.44	333243.75	314965.06	344344.28	330666.34	280420.25	376099.1	341171.38	315591.06	317472.12	343010.25	327093.7	265813.0	261496.73	286403.88	273892.9	314489.62	344935.28	264683.34	308270.7	343222.75	274814.12	39977.39	25095.355	34285.543	37089.78	40092.625	59358.867	65877.44	54656.863	0	34061.516	26387.297	54588.26	42527.71	33947.707	61894.496	63693.555	57883.7	18857.22	36951.906	28077.338	60965.14	36409.688	32041.912	44384.348	58137.67	57366.055	13125.106
O60293	ZFC3H1	43048.93	31620.938	210019.19	144835.78	44380.3	73106.836	45797.03	69025.44	110929.79	13752.549	23069.934	84126.086	115975.1	42477.453	73681.31	42505.062	43978.844	208904.66	26278.223	37271.016	70429.05	128302.805	44337.562	72216.41	30410.062	49885.67	176126.52	20986.445	37968.91	20945.383	20847.592	48208.406	0	0	11171.625	52059.617	0	20624.717	21561.984	0	0	16924.605	0	15408.2295	0	50666.54	29274.928	19229.895	17868.924	0	20118.82	20357.396	0	51451.453
O60296	TRAK2	62026.164	57725.69	152523.33	106151.625	128891.63	0	63846.86	65220.41	0	62160.082	53259.49	96629.5	112635.45	89582.195	88415.96	57848.867	0	0	62678.227	89971.53	86352.95	0	84371.766	62475.21	55652.29	59797.266	0	0	0	0	0	0	23768.977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O60299	LZTS3	8860.012	0	11826.41	0	5124.3457	0	0	0	0	3253.7913	0	10758.1875	0	0	4411.685	0	0	0	8144.3906	0	6423.348	0	7959.1357	9882.717	0	0	0	0	0	0	0	0	183340.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O60306	AQR	1039487.06	935023.44	1171221.6	1289155.8	1061720.4	1000692.44	929969.56	917496.7	1029587.56	1189046.0	771410.25	1048921.5	1311058.9	1099198.5	1009474.6	899143.06	896487.75	1184866.4	984578.9	1062945.1	1032496.2	1357312.4	1049742.0	1126009.5	855067.4	1201604.0	1133220.4	451533.38	462937.88	395998.84	451227.97	456981.56	383221.66	431034.38	305486.0	372793.6	548953.9	425890.62	417610.22	353007.75	464706.7	369415.88	375640.94	296212.62	363898.06	512688.78	462174.2	414231.47	369753.3	427645.97	346002.12	403656.94	304885.38	366842.5
O60307	MAST3	14381.039	12748.774	10537.275	12669.637	13006.066	13063.06	11697.444	12196.39	11979.243	12468.636	12942.141	9712.374	14051.743	11695.418	15420.601	12417.366	12836.051	13742.309	12271.625	12477.282	11521.667	15055.985	13652.049	11458.881	12828.167	13463.819	14329.15	0	0	0	0	0	22030.33	20412.64	17306.91	0	0	0	0	0	0	0	22861.72	15793.422	0	0	0	0	0	0	19856.656	17198.096	16674.934	0
O60313	OPA1	108331.61	88882.9	80400.86	49035.13	100754.64	53906.984	99943.195	92993.734	74909.75	72967.45	70767.48	51932.32	36083.2	105663.836	69810.164	111100.16	84588.84	78543.82	110629.71	109139.414	52712.08	75410.3	71853.39	53354.086	101212.36	81378.266	76195.69	0	88514.03	0	0	0	86117.84	39711.44	95952.9	100786.73	0	50216.984	21178.61	0	0	69698.92	80360.34	154926.19	44733.86	0	12868.454	18168.82	0	0	54800.67	21759.178	153698.55	100891.17
O60315	ZEB2	43012.336	97300.25	0	42194.52	41340.72	0	67129.33	82787.9	136671.55	44424.58	127203.195	0	72817.266	0	0	106307.43	101318.75	125969.15	47691.727	112825.7	0	48521.758	0	0	86210.86	88693.87	101817.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O60318	MCM3AP	258069.72	270080.3	212618.94	362066.8	302044.94	255488.39	269812.7	274998.1	380236.44	243347.62	227086.73	202411.67	329729.6	189911.1	186874.16	237401.02	278516.7	309843.84	194419.89	224187.11	203330.34	379569.78	188196.7	170558.03	215866.94	253646.0	283041.62	0	47678.836	37196.94	0	57915.344	36870.336	22706.764	29123.258	71392.875	33854.12	64282.08	34054.57	29895.78	0	25566.01	31035.299	28668.877	40047.957	0	36155.78	55235.125	30517.62	60058.516	24885.232	32287.902	28507.186	39785.754
O60333	KIF1B	68287.29	73177.53	101557.61	138619.64	110100.055	49545.668	67906.69	104770.1	231880.52	61822.71	73114.22	67523.47	142378.8	97972.58	70888.41	64877.906	150190.92	219481.44	91616.49	71294.08	55162.273	93653.51	51404.89	42806.67	69506.52	117828.5	206130.06	87008.58	33960.188	74323.914	83824.86	99913.125	57808.367	63810.668	50513.82	127523.04	47480.39	83583.1	67487.695	101083.61	64295.363	65373.14	58440.664	47613.047	114067.21	31516.5	60787.49	76136.47	49235.227	39503.07	62776.3	63986.53	52560.78	74245.81
O60341	KDM1A	791255.94	791377.1	770245.06	694901.94	602526.9	693330.3	628570.94	706003.2	642027.8	670659.4	709592.5	740302.2	611730.75	634257.9	597932.6	576157.25	899424.94	634878.4	686297.25	818867.9	568544.7	617020.5	579986.6	535910.3	624573.7	721331.9	664634.1	529714.9	539456.44	617638.1	489155.44	524043.72	709166.7	666292.9	495008.75	525780.06	700465.56	696936.94	635572.44	446422.78	557038.5	744323.6	569223.5	451649.06	523627.38	572311.25	591861.9	699211.0	529467.25	544876.56	656591.3	712930.8	519653.9	500499.1
O60343	TBC1D4	371744.84	346375.2	364715.78	299655.4	220875.2	309760.56	363420.88	395422.47	398053.6	361061.7	314017.12	332293.7	315783.9	284329.2	288753.44	341602.8	337650.56	323906.4	347575.75	299750.75	282363.97	305223.53	321115.94	362531.38	317956.16	344837.2	337690.8	463497.62	477482.22	613278.4	402454.7	394504.06	501039.22	376048.53	329591.84	455205.03	481665.47	495560.12	570778.6	398903.1	391491.0	443551.28	481694.62	330571.56	482569.75	435991.16	438731.25	566923.9	363683.84	393039.4	403150.0	385397.12	345731.72	439462.94
O60346	PHLPP1	41998.855	42650.39	38998.7	80290.3	39028.992	13884.278	37438.152	69766.44	41662.582	55243.746	41567.65	47673.734	92715.016	46006.363	40559.242	41163.973	47864.617	44104.453	52820.75	69364.18	41957.594	88476.49	38376.586	39339.2	53268.492	48543.938	44838.11	0	0	0	0	0	0	4539.986	0	0	0	0	0	5611.237	0	0	0	0	5199.414	0	0	5429.8906	0	4169.2334	0	0	0	0
O60347	TBC1D12	0	12729.717	0	12574.739	0	0	13015.8955	7597.1494	10751.37	0	0	0	0	0	0	17152.324	16529.697	12446.258	0	17895.785	0	0	0	0	0	18466.678	13111.415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O60353	FZD6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20367.299	0	0	0	0	0	0	0	0	20602.4	0	0	0	0	0	0	14075.787	0	20436.66	0
O60361	NME2P1	43393.492	44272.285	42125.61	41850.87	33647.99	25566.18	38940.027	35039.19	30899.678	48716.695	38466.926	41549.64	41546.285	37525.6	31150.725	38502.92	33255.18	30885.738	49585.406	44350.625	39489.5	42355.906	35453.984	31615.361	39773.36	32429.553	36454.11	0	0	27979.96	0	8615.413	37074.582	23779.062	49138.426	0	11929.347	0	24354.225	0	0	16777.656	22869.89	47369.39	0	0	0	33642.816	0	0	24279.451	20862.924	40518.2	0
O60427	FADS1	0	0	11882.004	0	8377.804	14820.344	0	0	0	8761.291	0	9540.072	0	8084.6743	13879.063	0	0	0	9263.195	0	12388.335	5481.4634	7842.9966	10778.926	0	0	0	0	0	0	0	12795.366	0	0	0	0	0	0	0	16959.152	12657.246	0	0	0	0	4699.0684	13453.9	0	0	10022.205	0	0	0	0
O60443	GSDME	0	12964.039	0	0	0	0	12174.551	9121.351	9567.179	12852.384	12438.851	0	0	0	0	12254.225	10414.258	0	0	13215.559	0	0	0	0	0	10443.29	12764.54	17815.004	17191.05	0	16296.213	16384.703	0	0	0	0	16806.645	0	20472.283	16921.986	16912.92	18277.258	0	0	0	0	0	17277.8	0	17336.502	0	0	0	0
O60447	EVI5	0	16777.56	0	0	0	0	0	0	0	23246.553	19421.969	0	0	0	0	15536.135	0	0	0	17218.373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O60462	NRP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13707.709	13262.833	0	0	0	0	0	0	0	14888.354	10613.275	240028.33	125957.3	199530.4	209408.72	185191.9	200441.94	198083.67	271412.06	142075.81	184089.1	75232.06	111205.2	225703.81	194549.61	166427.11	230544.77	306950.62	166190.02	277553.0	118983.32	170970.48	211801.53	211075.22	262998.84	173711.38	233294.97	140422.34
O60476	MAN1A2	38685.633	30395.516	68198.484	19614.89	32962.637	57502.168	36956.605	44104.965	0	43618.38	79977.41	38362.17	20574.139	35226.723	47853.035	45513.227	69255.234	47410.4	38152.953	80483.26	67095.93	20324.387	37735.64	59962.047	90795.26	36769.605	44084.613	394534.3	401704.84	420227.6	419293.44	285692.25	290436.22	318936.47	345107.0	215681.47	359393.6	376216.3	354819.3	235468.64	387554.75	308056.16	297822.7	362782.6	123227.95	305298.0	155589.53	374735.88	277897.16	294737.62	344646.1	347942.8	322130.1	75076.9
O60488	ACSL4	13068.163	3603.7893	8382.964	0	11362.017	0	6042.568	4133.309	5476.6934	0	5275.7495	11604.097	0	10110.51	13861.851	7013.069	8592.903	6772.911	11882.221	10169.454	13953.924	0	63806.19	0	0	6143.6626	5760.6475	42965.74	39175.227	48443.84	56136.24	37897.76	33045.457	49991.26	82641.74	37455.33	37169.215	36319.117	38446.72	48713.344	21850.285	57024.953	56143.47	52169.883	66432.89	0	24217.24	23903.69	57820.97	65380.86	62312.656	41130.25	49483.605	51251.89
O60493	SNX3	35614.227	25972.277	35579.797	48864.52	36837.926	38096.777	29069.873	18100.725	20483.174	56886.13	27828.26	36030.402	36635.594	40432.184	36634.39	27650.38	28855.14	19917.818	62294.727	25900.613	30013.02	41571.38	38309.746	32014.8	16215.953	29469.045	18991.428	86071.68	89519.49	60641.906	101702.234	86978.125	82175.66	56945.42	110598.0	72530.72	84126.58	85231.55	48967.246	73101.8	87641.19	57622.906	79060.16	112545.07	74312.08	87463.914	87706.7	57784.227	76510.055	66971.54	94395.97	57048.977	117072.17	78435.95
O60499	STX10	0	0	0	0	0	0	0	0	18894.447	0	0	0	0	0	0	0	17109.764	29131.973	0	0	0	0	0	0	0	0	0	35489.137	35183.96	34387.57	40826.055	34680.016	0	38617.88	0	50542.508	40569.453	33673.555	0	39034.26	35612.484	0	0	0	40598.004	34219.668	32479.988	33128.42	74298.016	50683.82	0	36772.926	0	64343.137
O60502	OGA	670349.0	884911.4	731206.0	1032506.1	707454.8	538823.5	750029.2	921878.3	1166776.8	688415.6	1010429.06	674437.0	1092692.2	683396.5	530879.1	790537.06	985101.0	1125392.4	658802.44	885158.4	663223.1	956903.25	630341.56	485969.03	684532.4	880100.7	1099399.2	456263.9	474242.47	418068.03	534305.1	543011.25	340476.97	392123.5	372391.38	440251.88	391974.56	428426.25	469591.22	475654.25	415044.88	372265.34	402720.2	338744.72	474118.0	408720.3	419657.34	508388.78	451963.78	424789.9	326698.8	414064.8	235175.22	405778.78
O60503	ADCY9	32052.268	20798.277	0	23734.02	0	0	18166.955	20286.197	21133.68	0	18833.482	13161.361	0	0	0	16539.367	12515.445	0	0	18258.836	6734.7163	0	0	0	15123.97	15096.814	14599.67	0	0	0	0	0	0	0	38716.668	0	0	0	0	0	0	34165.25	0	55039.043	0	0	0	0	0	0	36569.906	0	38112.47	27947.564
O60506	SYNCRIP	820821.5	1063205.9	736969.94	885482.3	855564.0	676461.5	1301525.8	1328292.2	1601349.6	934864.8	1135944.8	726042.5	999567.6	830820.44	708105.5	1423401.0	1441760.0	1469162.1	936343.8	1077375.9	668428.1	884816.25	808890.7	737236.06	1286543.9	1362067.5	1523890.8	1344422.2	1667792.6	1332536.9	1407443.8	1479322.4	1082433.9	1072050.0	1218582.0	1381950.1	1341862.4	1509723.8	1223693.9	1381158.0	1472270.4	1096983.8	1035617.6	1210996.2	1393902.0	1266737.1	1523922.8	1266210.2	1384225.9	1520057.1	1085305.8	975023.0	1276344.8	1424075.5
O60508	CDC40	91352.38	96371.44	54397.973	161969.98	83328.58	69879.18	135724.69	144342.64	343987.8	98216.016	98720.1	60818.47	169853.16	113644.336	70183.31	149380.03	199568.25	268495.12	78773.836	107563.055	64620.43	134291.72	76543.66	72109.164	118216.516	182139.53	295252.66	0	0	0	0	0	14509.286	10449.003	0	0	0	0	0	0	0	0	16873.148	0	0	0	0	0	0	0	0	0	0	0
O60524	NEMF	0	14603.422	14733.552	14073.392	15909.741	15864.801	19255.652	14578.857	14811.004	1233.8104	4880.579	0	16992.453	0	15366.545	0	19557.09	15274.403	0	14176.843	16743.713	15756.243	0	16110.029	24179.168	14787.598	15715.211	0	12455.321	0	0	0	0	0	18332.998	11317.696	0	13651.077	0	13835.776	12762.648	0	14130.852	19215.252	0	0	16024.188	0	0	0	16073.447	0	20344.803	13559.425
O60547	GMDS	19173.547	35297.547	18417.95	30318.316	16758.213	18347.295	44622.1	36005.742	34111.516	24347.193	59758.035	15049.226	18705.562	17031.455	18391.15	46125.836	67526.43	29210.578	39474.21	37195.566	13233.748	34635.95	14573.341	17185.984	83034.234	49178.688	44343.836	39784.04	36805.02	18303.688	20785.316	20258.334	88024.19	57478.484	84802.01	51621.39	17584.299	45515.562	0	19639.809	23214.21	80256.984	99699.69	94525.12	80513.164	47267.004	49418.516	21467.71	39205.367	44594.867	68510.92	36600.03	100714.97	56718.797
O60563	CCNT1	124118.43	126242.96	105460.48	166411.55	107859.17	92257.34	102594.7	131303.34	172980.6	109755.945	102798.81	112259.42	157522.83	105820.414	122104.81	115407.84	173752.88	172849.33	116269.87	93562.33	112638.93	218403.4	115108.695	134315.05	55556.367	140950.06	201351.06	8972.912	0	12330.858	21995.22	33476.0	12043.49	13766.279	38050.52	21437.873	13039.815	0	16181.868	36783.977	0	24303.83	14184.336	0	23247.996	6867.739	28345.938	0	41537.58	25163.127	28032.684	45403.266	38393.24	21963.744
O60566	BUB1B	297973.47	216697.34	225680.1	310295.1	230451.5	161142.17	267963.25	229787.05	240398.89	152454.22	255037.17	193943.11	385489.72	221290.72	167207.64	160824.3	223540.1	318798.3	259739.17	226398.7	188213.1	296489.72	225763.89	150626.4	241805.11	270531.62	247171.92	191938.11	137608.16	222256.48	189676.48	200327.69	207793.33	143034.06	125768.516	159189.31	152305.77	205718.56	190109.19	209705.75	96941.68	70698.39	137880.81	127865.81	135443.92	245564.11	133305.38	199358.2	244628.36	180903.17	169769.66	205543.86	141163.27	149736.67
O60568	PLOD3	40742.426	45555.188	19494.654	0	17418.916	18064.428	39793.105	41235.617	13979.544	18312.234	17673.152	20342.03	15050.393	17567.375	18688.781	21106.994	36229.07	40093.22	20293.236	18889.473	18465.193	39531.113	17803.543	17675.12	43822.273	17670.48	44850.766	141610.14	145318.39	755353.6	183561.73	157675.83	922146.56	162556.11	318695.34	137047.9	159664.34	192070.25	162646.83	176405.17	131494.12	128245.14	157392.69	287448.28	174968.94	201502.95	153936.9	151499.08	191732.02	165668.53	186437.81	198919.6	296985.56	156687.78
O60573	EIF4E2	336724.72	410877.03	339837.25	406407.22	329468.5	344773.8	464761.06	454031.06	415808.75	360637.12	403697.75	333503.5	456651.25	405523.9	351317.72	353730.03	362257.94	442733.66	327474.06	459429.7	332153.7	448972.66	393048.75	358110.78	372809.9	423552.4	427161.12	138557.94	152202.84	138713.89	179741.6	176990.14	171918.84	144851.64	118524.82	213382.83	159171.19	157813.19	146710.02	172865.36	131982.58	173044.53	171648.88	154619.45	207504.27	129828.4	152352.72	135814.61	165745.1	130400.2	175508.12	110187.69	131541.89	203466.11
O60610	DIAPH1	765108.75	621530.06	650943.8	695411.6	639718.75	712022.5	671066.75	598025.75	663613.6	668819.7	560666.9	596661.94	768982.1	656828.0	624064.56	610120.4	600194.94	700729.7	662683.9	543397.8	671470.56	681964.6	660545.75	603287.75	557476.4	572800.2	685855.25	671057.9	601445.94	663095.25	705413.25	727829.0	667880.9	718024.7	657532.5	534266.0	690831.4	685111.7	702202.25	675497.5	721800.7	685507.06	640735.56	648935.75	577433.3	744811.7	645501.9	689160.8	667693.1	614875.3	603051.5	666954.0	583829.3	516284.75
O60613	SELENOF	31556.17	33690.727	30357.139	22251.379	30242.414	26333.914	36413.87	33348.734	24789.506	34270.79	37867.402	33881.023	22123.436	27203.21	31907.82	39685.83	39434.418	0	39854.258	39302.777	27250.576	24944.541	29710.805	27513.785	38681.055	36466.676	0	50741.582	43728.285	48595.305	42741.793	39625.73	75713.375	60175.062	63918.125	34238.55	51284.76	42276.77	40742.94	44518.805	46111.12	69892.71	63524.855	60862.586	33507.973	47930.555	41078.242	46574.492	45038.395	40330.746	69095.664	65392.504	43603.707	28934.047
O60645	EXOC3	53298.598	61638.2	86965.65	85906.11	62151.496	113005.8	61926.92	50304.574	61628.79	64163.805	59354.55	83192.22	82710.016	65788.79	94715.57	61723.023	55584.574	53703.074	55194.957	67392.0	72138.07	100075.58	72275.78	83215.56	71352.445	73708.5	69211.82	86037.766	73464.02	91274.03	65602.375	78107.51	112567.3	77969.5	78011.0	66134.63	106069.805	87276.86	64332.883	67874.91	73276.53	78196.61	85246.67	81839.1	68793.805	88889.72	89041.82	84884.34	64745.195	89411.78	81826.08	86697.234	52715.438	68172.89
O60664	PLIN3	53961.316	20527.84	35778.016	66699.26	17905.729	19199.822	20751.865	41846.47	48677.797	46492.22	54615.484	40272.72	37584.89	42789.883	14000.728	51482.543	53774.85	61030.703	21550.273	11376.441	22039.59	90629.78	39046.312	21006.9	55151.977	12803.168	56969.977	8976.952	0	0	5995.3833	14976.162	15828.806	0	17544.242	0	13913.371	0	0	0	10095.926	0	15626.398	17647.121	0	12489.095	0	0	0	43279.688	16014.083	0	15691.169	0
