Protein.Group	8971_Liu_Cov_Lysate_32-1-1_S1-A2_1.d	8973_Liu_Cov_Lysate_32-1-2_S1-A4_1.d	8975_Liu_Cov_Lysate_32-1-3_S1-A6_1.d	8977_Liu_Cov_Lysate_32-8-1_S1-A8_1.d	8979_Liu_Cov_Lysate_32-8-2_S1-A10_1.d	8981_Liu_Cov_Lysate_32-8-3_S1-A12_1.d	8983_Liu_Cov_Lysate_32-16-1_S1-B2_1.d	8985_Liu_Cov_Lysate_32-16-2_S1-B4_1.d	8987_Liu_Cov_Lysate_32-16-3_S1-B6_1.d
Q6IA86	4774.65	4089.24	2525.43	4816.17	4784.99	4608.21	4065.15	3262.35	4999.58
P38432	13011.2	10935.6	11198.4	10341.3	12846.2	12103.2	12778.3	13161.6	13231.6
P28070	57435.3	57642.6	62129.2	47828.0	50575.5	47730.4	45690.1	46526.6	41586.1
Q9UN79	2293.76	1805.3	2447.83	2002.65	2140.59	2341.91	1830.15	2194.4	1691.64
Q9H1H1	6288.92	5742.44	6873.51	7160.15	9142.65	8677.8	7756.79	8640.76	9333.24
Q8NFQ6	2740.95	2322.28	1919.76	1314.26	1381.2	1843.76	1592.16	1349.39	1706.99
P11279	30439.1	34979.8	32219.1	27568.3	30880.3	29445.0	25778.9	26260.7	26673.2
Q9BZH6	3315.31	3244.87	3111.63	2380.93	5373.38	2427.27	1864.23	1795.84	2188.43
P54725	6429.6	6244.03	6633.76	3513.18	3199.9	3415.79	2252.24	4944.42	3741.36
Q4G0Z9	7207.15	6555.15	6529.95	6152.06	3418.43	5044.88	6444.84	4297.33	5180.95
Q6ZSI9		5319.76	5984.26	4036.05	4457.64	3560.51	2628.99	4271.16	3977.97
Q6NXP6	55219.1	65112.3	64470.4	41498.9	45009.5	43170.5	43005.5	41280.5	45173.9
Q8NGZ9	1516.96	1622.06	1849.67	1070.38		1085.35	1172.0		1540.14
Q8TAG9	28987.4	34677.4	30330.4	32948.0	32785.7	34541.5	31765.8	33429.7	32140.8
Q6NSI3	51193.4	62349.1	56072.2	49695.1	46386.5	52149.2	44369.3	40449.0	42083.4
P18065	3369.52	3603.38	3996.65	3868.62	3666.85	3704.18	3412.21	3462.44	2744.13
P26447	3228.48	4633.69	3568.39	3128.39	3070.34	2215.93	2970.7	2920.5	2228.78
Q9Y4L1	1262.41	1764.1	1921.1	3112.8	2605.04	3156.54	2036.31	2376.97	2309.79
Q14643	6290.2	6546.27	8065.67	9381.41	7880.38	8148.71	7085.72	7649.47	6583.11
Q9P031	3086.37	3214.74	3600.97	1939.25	2481.58	2144.27	2374.55	2287.9	3012.59
P52298	38442.1	27346.0	32379.9	34848.8	39022.3	42382.3	27267.5	26912.8	26501.2
Q96KT7	1565.64	3393.75	2482.44	1949.99	2205.02	3985.38	2168.05	2095.16	2242.54
O14524	7263.03	9243.44	10080.3	6296.89	7017.65	8053.06	8448.57	6543.84	8032.77
O00418	1942.96	2819.26	2363.28	1780.49	2181.14	1807.53	1872.59	1426.98	1170.04
Q8TA94	5271.23	4617.21	4378.41	4243.56	4496.63	3499.75	4062.69	4115.26	4095.07
Q9NYJ8	16206.6	15916.0	16803.2	11897.1	11704.0	11719.2	11188.7	11155.3	10877.8
Q6P9G0	5714.15	5104.73	4262.53	3784.88	3295.88	4598.65	4233.49	4850.96	3382.43
Q9HD43	12869.3	13003.1	13284.1	16410.8	17191.8	16352.2	17488.1	18862.8	17275.3
O43592	23391.4	23182.1	23527.3	21694.8	22761.9	21090.7	23097.0	22538.9	23736.5
Q8NG08	120983.0	115442.0	120473.0	129182.0	136765.0	134278.0	112536.0	115675.0	112504.0
Q8NEG5	6334.43	6922.86	4298.1	4446.75	4879.17	4567.43	4671.23	4058.81	4132.29
O75690	18323.1	19118.1	21064.1	12457.0	12597.8	11243.8	13136.5	14840.2	14092.4
P23378			2160.83			1140.26	1247.55	1585.58	1591.45
Q9NQC8	3371.32	3620.29	3546.86	3734.31	3220.07	3027.09	3116.97	2959.22	3268.96
Q9UHN1	7505.09	6141.73	6736.73	9482.85	9519.46	8095.5	8749.37	8173.74	9137.05
Q9BTV7	13729.7	14705.3	14859.4	12378.2	13482.4	13141.8	11374.0	12304.3	12153.9
Q96DZ9	35279.6	36765.6	37016.7	41596.2	40097.9	40428.8	40569.6	38540.8	41135.8
P05452	3381.09	2427.94	4192.73	4067.92	2325.26		2917.45	3721.89	2255.86
Q9H511	2854.26	2679.12	2208.8	2450.28	2265.81	1949.69	2558.61	2355.91	3077.44
Q99962	14908.6	16631.5		20255.9	19233.6	21805.8	27311.1		
Q9P1Z2	80779.6	81440.6	80523.9	64663.4	71849.9	67463.0	93048.7	90235.4	92662.2
Q12906	1865.76	2213.3	2138.96	2476.48	2312.38	1473.46	2846.01	2999.22	2352.04
A0A1W2PQU2	6743.01	5842.68	4622.59	6226.74	5642.23	6109.71	7142.96	4627.86	6397.32
Q8TDW0	2481.03		896.958	2557.6	3496.39	2498.59	1241.6	1852.96	812.701
Q10567	11095.4	12254.3	10695.4	13412.5	10305.2	8754.91	8700.8	8182.74	8797.25
Q92837	8373.18	7588.03	9043.42	8337.0	6540.31	7989.61	6837.49	7103.76	7232.38
Q92904	7184.19	8141.58	6953.53	7005.64	6684.89	7109.25	6557.15	7551.32	7618.31
Q9H0M4	12966.0	14785.2	13105.5	12705.7	12345.8	11086.7	8935.24	11556.1	10618.4
O76080	11732.7	10604.9	12275.6	13156.6	11646.4	11265.8	11147.3	11469.0	12340.1
Q08554	4001.81	3177.58	2824.66	2734.65	2612.3	3077.44	2105.02	2076.33	2225.7
Q01523	1959.62	1638.55	1718.15	1730.19	1746.96	1996.91	2202.28	2287.23	1992.04
Q8NGH5	3583.11	4157.67	4567.86	3636.11	3447.81	3758.68	3756.73	3515.53	3735.41
Q86U02	1096.66	722.694	664.796		434.513		503.955		
Q4G0F5	5573.09	6032.2	7948.93	4091.87	5498.38	5837.81	4018.08	4769.05	4552.92
P51610	10767.1	10500.3	10911.4	10986.7	11517.2	11464.4	10924.1	12323.3	11251.0
O15042	2243.72	2469.36	1777.5	2043.72	2090.76	2248.13	2189.74	2268.59	1780.17
Q92994	129713.0	125272.0	128491.0	125554.0	121422.0	125739.0	131681.0	126939.0	128829.0
P0C646		9388.78	7070.24	8043.12	7168.51	6982.04	7479.45	7280.51	3643.82
Q8N328	2147.15	3463.39	2348.92	2411.12	3506.23	3812.39	2608.14	2926.74	1913.22
Q8N9U9	104894.0	103433.0	96557.4	101595.0	103959.0	99166.8	101743.0	102772.0	100015.0
Q9UFP1	11362.2	10094.3	10427.7	9221.0	9617.33	9169.69	7102.95	8291.5	8428.76
O75445	9499.47	11818.9	10507.2	7814.42	7100.89	7659.43	6570.51	7546.33	6340.16
Q7L5Y9	3010.15	5486.79	2307.12	3887.73	3620.87	4449.53	2983.39	3704.49	5584.23
Q9NWW6	370503.0	425256.0	421071.0	310272.0	337163.0	340624.0	324933.0	350052.0	384208.0
P13942	17053.1	16306.1	17705.5	22881.2	23793.1	21838.4	22819.4	22647.9	23347.5
Q9NPC7	4928.55	4649.85	4777.27	4888.62	4490.63	4137.31	6150.6	5926.63	5644.03
P26639	12785.2	14041.8	14167.1	15855.7	15326.6	14958.0	17323.2	16579.5	15954.2
A2A288	10998.8	10878.1	11562.3	8889.58	8848.63	9311.6	9676.87	8649.33	10207.6
Q9NVL8	149590.0	151131.0	132588.0	97737.2	106640.0	109853.0	106411.0	105823.0	116802.0
A6NP61	31795.4	38614.4	35640.9	29598.5	35621.0	37677.7	35177.1	33889.9	34812.5
Q8NEQ5	463561.0	581626.0	579276.0	511705.0	545316.0	552401.0	551488.0	510881.0	546615.0
Q08AN1	11909.0	12753.6	14457.6	11070.8	10353.7	10665.7	8906.77	9666.05	9528.3
Q8TF17	8687.22	8763.52	8003.15	8936.34	7757.46	7904.1	7460.1	8200.84	7429.25
B0I1T2	7480.7	6909.64	6032.92	5737.37	6719.81	6905.64	5931.1	6746.58	6341.6
Q8WUF8	1993.75	2467.29	2118.69	2856.17	1901.11		1815.37	1945.06	1630.4
P30953	18935.0	9032.76	9335.46	7693.57	9234.79	8645.9	7480.53	8193.58	5730.08
P43235	11046.9	11554.1	11615.7	12914.7	12603.0	12491.7	14235.3	13486.3	14511.5
Q96DP5	18575.4	13806.0	15433.6	19989.1	16345.9	14287.8	11336.6	10427.7	11812.7
Q9NQG5	2875.02	3208.64	2585.66		1967.45				
Q9NYG8	29974.3	34456.4	34090.5	38775.8	33325.7	34502.6	31069.7	30318.9	29235.7
O43525	2059.62	3494.58	4819.53	1936.13	2305.88	2344.75	4205.89	3922.4	5623.13
Q63HK3	157575.0	152933.0	155030.0	135653.0	140393.0	131603.0	120638.0	118501.0	119656.0
P35713	2832.03	3128.85	1996.5	3793.46	2824.7	3878.86	3051.8	3024.96	4611.71
Q6UW60	8872.62	11949.5	9606.85	5803.34	7177.8	5896.21	6746.44	7673.94	6442.45
Q8NBT2	29132.8	29266.7	30702.0	27022.2	29011.7	25881.8	24731.8	24632.5	18903.6
Q8TDT2	16835.9	14996.6	15038.7	14752.0	12692.3	12289.1	13257.9	12949.9	12948.5
O75052	3613.32	4427.12	2884.57	2871.28	2836.64	3336.85	2244.9	2273.93	2939.48
Q96RD3	26860.2	23845.5	19842.0	17327.5	17768.6	17027.5	20290.5	24177.5	18487.0
P13747	11222.6	10567.1	10760.5	10749.4	10045.3	10978.9	11235.2	11802.8	11526.7
Q53SZ7	4098.26	5647.14	4136.0	4189.3	4380.57	6248.77	3691.03	5452.71	4209.77
A0A0A0MS03	25807.5	28636.5	28050.5	16776.4	16760.9	15411.8	17616.8	15936.2	16952.3
Q9UL59	1828.4		1866.83	2226.44	2637.69	1157.06	1738.9	1485.67	
Q9H9E3	13812.1	12184.7	14101.8	10701.9	11740.7	12259.6	12047.8	10326.4	11012.3
Q15678	61361.7	73264.2	71218.9	60371.3	58367.7	56978.1	57412.9	71418.9	68278.9
Q9XRX5	44111.8	43074.9	39545.5	31225.3	29324.9	31963.6	25795.0	27022.8	30269.9
P19971	29791.6	28321.0	32655.1	21814.7	20392.1	19074.4	21005.3	21262.4	19467.7
C9JLW8	27622.7	30584.7	28464.6	43273.1	27618.4	36905.8	24754.5	24543.2	26667.0
Q86U17	9482.41	8703.7	8541.32	6093.44	3640.13	5436.69	6066.03	4704.78	4704.51
P15502	191551.0	200860.0	183454.0	155889.0	167815.0	178306.0	161065.0	150175.0	146499.0
Q8NGI7	12426.8	5554.7	8165.46	9729.96	10157.6	8848.02	8472.27	10616.5	7760.41
Q9UL62		18237.6	16786.8	17680.3	15844.1	15996.1	14375.4	13106.4	10945.7
Q8IXQ5	26221.9	20991.3	26047.0	28397.6	28855.8	26273.1	23749.7	22222.1	19223.6
Q9HAB8	56515.1	60684.9	59271.9	44223.0	46170.2	44216.5	47693.1	51182.3	45215.5
Q9UJW2	210304.0	220890.0	232082.0	194060.0	186080.0	192766.0	179836.0	183604.0	168309.0
Q96F25	1636.52	2338.37	1369.59		763.539	1025.63	911.898		1842.15
Q99674		1022.64	1073.07	1024.58	983.34	1215.54	891.814	875.529	681.605
A8MVW0	9314.19	4658.34	4447.76	10198.5	8307.52	8934.99	6564.94	5092.17	5095.5
Q14164	6343.12	8617.99	8606.8	8745.08	8551.23	7381.2	9725.99	10271.2	10971.1
Q9Y2G5	97313.7	88855.3	87074.8	83977.1	86367.2	89431.8	98378.4	86626.1	81939.2
Q7Z309	30856.7	32693.6	30249.6	36189.2	32167.0	36711.8	28276.4	31266.2	28526.3
Q8IWV7	13031.6	13094.0	13430.4	13360.6	12465.8	11146.6	12807.0	13521.2	12726.5
Q6PRD7	9388.85	7082.35	8910.93	10268.1	9847.27	10007.0	8784.74	9619.37	9219.68
P09769	55859.3	58746.1	62484.2	38180.5	39682.7	43718.2	40094.0	41605.8	42755.6
Q96RS6	9946.53	11068.0	11785.7	8481.47	7925.41	9526.82	8014.89	7521.71	9086.88
Q9HBB8	29314.4	26071.3	33497.3	36575.4	27160.5	30281.7	31358.8	31544.3	34575.2
P0CJ86	6952.58	8553.26	7814.37	5155.51	4536.56	6518.6	4853.69	4476.97	7311.27
Q9Y4E1	1644.85	1634.61	1799.64	2003.36	889.273	2080.41	1753.3	1859.0	1554.17
P25067	4085.44	4068.83	4367.9	3821.95	2861.68	4955.2	3125.16	3213.23	3607.31
Q7L2R6	105679.0	110444.0	104659.0	133898.0	125844.0	127947.0	130428.0	138180.0	132215.0
Q8NGC8	9816.59	9829.11	10038.9	6522.84	6462.33	4992.51	6380.21	5429.03	6266.33
Q9NSI2	97871.0	73456.9	86807.2	66652.5	68078.4	66158.1	62823.4	62369.4	65937.8
Q15615	2212.47	2877.88	3403.65	2003.88	3151.31	2208.42	1823.59	2392.95	2403.17
Q9Y4F9	2366.13		2173.1	917.217	1729.41		1726.21	1748.45	2702.35
Q9Y5Q6	8122.47	6712.77	5633.66	4510.52	6475.66	5181.83	4549.53	5316.76	4244.34
Q8NG85		5286.44	5293.45	4329.77			4007.48		
P56915	55374.8	53519.9	51519.6	62779.3	60409.8	63422.5	58873.2	62991.4	68209.0
P0DW81	9012.13	7306.76	7491.08	7618.45	6239.38	4560.53	4419.52	4885.63	4412.01
P50402	1371.87	1793.6	1043.92	2491.4	2569.25	2243.63	2400.18	1361.28	1605.43
O75140	4799.53	6100.01	5804.59	5019.94	5369.54	5535.92	3910.17	5489.81	3793.41
P18089	65407.0	68636.1	74271.0	53648.2	56141.7	61137.6	49705.6	51366.5	46756.6
P05412	54503.8	56057.7	59642.2	40843.1	44762.5	42170.3	37205.8	36013.5	38212.7
Q96C74	164008.0	132411.0	146246.0	155853.0	165344.0	159693.0	157597.0	173395.0	160031.0
Q9BXK1		1967.57	3430.51	4595.73	1783.79	2550.09	2830.92	2374.44	2449.43
A6NJ78	5655.38	6231.09	6029.13	6293.15	6708.13	6660.29	7181.22	6483.76	7212.85
Q13011	44295.4	47786.1	48056.2	42277.8	42334.1	36005.2	32713.8	30786.6	34755.1
Q8N3I7	160063.0	142322.0	145633.0	115852.0	123554.0	120237.0	110173.0	123015.0	114923.0
P15976	16171.7	14860.4	13761.5	17251.3	16267.0	16260.4	18208.4	18002.2	17112.3
Q9NYA1	8662.33	8295.41	8585.52	8773.95	9567.79	8465.67	7629.53	8427.32	8483.83
Q8N1N4	12378.1	10888.1	8552.02	10954.9	12438.0	16270.3	8813.29	9259.21	7549.06
Q96HY6	49938.4	49332.5	52501.0	29455.8	30712.9	30203.9	28566.4	33276.9	30348.6
Q504Y2	5076.72	4259.03	5302.69	5437.29	4447.5	3464.74	4071.63	4226.09	5188.56
Q99519	8167.01	4222.3	4613.26	4759.3	3055.95	4637.14	2539.84	2628.03	3045.84
P04732	13655.9	10010.2	12082.5	13318.6	12550.5	11741.8	11308.0	10950.2	10437.9
P35070	5427.43	6136.05	5354.83	5595.4	5024.64	5485.81	7054.68	7246.02	8334.36
Q8WTW3	10938.0	11132.1	10500.6			10706.8		9976.85	9857.87
A6NFA0		10545.7	7941.23	10281.7	10869.5	8992.8	6795.37	7436.75	8128.58
P38405	19581.5	19696.5	18893.2	24259.9	24201.9	22591.8	26978.7	23293.6	26638.7
Q9H2U9	73026.0	67354.4	82413.5	55156.4	62731.7	66830.2	66593.0	55189.6	51850.3
Q14641	2131.2	1352.88	1217.56	2146.3	1925.15	2081.37	1243.21	1248.84	1121.52
P49908	94563.6	101357.0	96083.5	57110.4	63454.3	60870.3	59565.5	49424.7	62739.0
P04259	13617.2	9394.22	9639.03	8804.55	8837.13	8384.66	8022.88	6671.02	6728.06
Q969Q6	66198.8	47486.5	49170.4	34654.4	31074.0	35922.0	37424.6	39686.2	36511.1
Q96DM3	126857.0	118383.0	106118.0	99581.8	91173.8	94623.1	94013.6	88897.4	87789.1
Q05823	91771.3	103674.0	95022.4	98915.9	115974.0	98776.6	120489.0	102310.0	110225.0
Q99715	62667.8	65496.7	77605.4	50571.3	51624.6	46409.4	43504.9	43951.2	46443.6
Q9UPM6	8198.36	10447.8	11627.9	11187.2	10788.4	10709.9	13400.6	12180.6	12279.7
Q8NHK3	66240.8	73965.9	75615.3	59977.6	56230.7	60853.5	60489.4	60932.0	63365.4
P59036	1408.44	2250.01	2471.91	2597.57	2431.85	2092.72	2556.56	2390.76	1544.08
O95573	4190.68	3723.8	3743.67	3256.59	2528.53	3507.55	2370.87	2443.3	3288.15
Q5SWW7	14023.7	14067.8	15583.9	20663.3	16596.4	16923.2	15928.0	16458.8	14483.2
Q96FC7	5969.31	7289.19	7999.34	4337.35	3999.79	4641.56	3894.39	4383.65	4121.67
Q6ZUB1	8217.17	8528.62	11705.6	14060.8	9509.16	9667.46	9442.2	7461.83	8071.05
P01593	21712.2	18471.4	18964.8	10942.6	12150.8	12534.7	12643.2	8781.92	12940.5
Q96BT1	6420.03	6864.86	6754.26	5648.53	5846.36	5188.21	4025.0	5014.62	4907.4
Q6ZMY9	7409.3	7975.02	6087.6	4137.5	5766.92	4823.58	5024.93	5280.68	5033.23
A0A1B0GTU2	53267.9	64046.8	58103.0	100976.0	98977.2	101387.0	88332.0	87144.6	90925.5
Q969F9	1480.1	1744.11	1781.57			1337.16	1543.87	2043.71	1605.69
Q9UGQ3	7968.66	7397.53	7570.58	6851.65	6334.73	5887.49	7720.32	6766.92	6775.29
P02144	3811.62	3307.58	3018.62	3814.91	4584.32	4337.7	5483.46	5304.61	3259.13
A0A0B4J240	24667.7	29456.2	23748.2	41035.0	42087.5	43367.2	34413.8	36899.3	36029.0
P52732	105651.0	104989.0	103132.0	138900.0	136396.0	132486.0	131633.0	132175.0	130781.0
Q96S07	3049.12	3381.33	4010.76	2766.35	2431.65	3376.5	3042.58	3109.98	3995.62
P18754	6146.06	10626.6	9439.03	13144.3	13543.2	14675.4	12454.5	13241.3	16031.8
A6NH52	474780.0	460557.0	413140.0	325901.0	327601.0	354848.0	291622.0	285529.0	292892.0
Q86T65	2038.92	2860.25	3145.99	3540.05	2875.74	3920.15	2069.23	2511.03	1828.28
Q96GW7						1439.31			931.89
Q9H0C2	211892.0	208687.0	207415.0	203936.0	199319.0	198219.0	190472.0	190576.0	184911.0
A1A519	57058.9	52630.0	50831.4	36326.9	33623.8	35259.6	25841.9	34762.1	37636.9
Q6ZVT0			4462.18		4053.74		4982.97		5058.99
Q9UGF7	4396.11	3419.23	3555.13	4411.21	4334.33	5310.4	2660.26	3138.75	4739.53
P62318	20866.8	19005.0	15015.6	14298.8	18703.0	14871.4	16623.7	17029.0	14947.4
Q03591	919.619	1914.6	1461.1	1238.61	1643.73	1959.04	1307.2	1909.51	1730.86
Q9NSY1	14781.0	14911.7	15010.2	11882.6	11552.2	11188.2	9743.26	10202.5	10466.5
P02748	4004.6	4349.76	3591.4	3637.35	4871.04	5319.78	5066.08	5497.82	5316.93
Q01484	4641.09	4118.74	4829.69	3001.82	5243.96	3821.97	3437.52	3187.56	2803.88
P51523	9248.41	15575.8	12311.7	8358.76	11919.8	9607.67	8605.18	9023.74	9851.43
O60303	12833.4	11929.0	11633.8	6722.68	6352.71	8181.96	7625.87	7292.15	6832.64
Q5W0N0	11340.9	11864.2	12451.5	13656.3	12148.1	12261.7	10419.9	13669.0	12225.7
P20292	9435.94	9635.31	8615.14	9594.27	10233.1	10197.7	8834.63	9101.85	7931.61
O76027	7945.48	8973.99	8398.56	5429.83	6630.0	8874.07	6780.14	5344.62	5974.54
Q8TAY7	5683.79	12038.4	12590.0	8461.8	10423.0	9900.57	13031.3	11189.7	12981.4
Q9ULM0	16559.4	20556.8	20291.0	22091.9	21066.8	20293.9	22286.3	22329.1	22758.9
Q5T4S7	10621.0	14314.5	14396.7	13498.2	11646.7	10863.2	14976.9	14622.8	16562.0
P57057	48054.4	53321.6	54928.2	49502.2	50573.2	52247.2	61332.5	61531.6	77708.9
Q8NHQ8	31035.0	27388.4	28395.2	29777.7	29792.0	29968.3	25880.8	27155.3	27695.4
P57078	10696.7	10973.5	9415.9	7128.1	7939.24	7245.47	8141.48	6740.28	6957.89
O75153	17097.3	16971.2	16691.1	12432.9	12654.4	13459.3	13246.7	12664.4	12299.2
Q5T7N3	16070.5	11732.2	11790.9	13204.6	11905.6	12643.5	10751.1	11223.0	9430.19
Q96LY2	4964.08	5324.44	5325.49	5329.33	4433.45	4290.15	4522.02	4912.68	4956.62
A8MTL9	142222.0	148517.0	149531.0	146896.0	149246.0	146605.0	158477.0	156156.0	158576.0
Q9BYP8	3476.36	3771.27	3343.61	3205.23	3183.3	3030.63	3456.17	2646.1	2574.98
O43246	4638.24	4396.39	4360.12	4577.63	4977.88	4562.87	4983.41	5216.21	5177.23
Q96T54	3293.34	3401.67	2875.93	2574.16	1903.96	2102.97	1958.38	2247.0	1756.06
O76070	4775.95	3489.47	3080.59	2704.96	2239.48	2636.94	2333.23	2465.06	2674.2
Q9BYK8	3169.71	4183.07	3917.63	3333.92	4076.42	3735.17	2614.34	3697.12	3019.88
O60258		4117.25	3701.49	4673.06	4469.85		5177.43	7256.24	5229.71
Q8NEG0	5343.35	5339.08	5044.07	4802.21	5263.16	4409.96	4090.39	4633.89	5010.94
O43169	31773.8	30194.7	30418.9	20060.3	19398.7	20724.7	20652.4	19574.4	21362.8
Q15056	2535.78	3136.14	2288.69	2019.27	1343.48	1242.01	1823.07	1429.37	1678.37
O95231	49593.6	48072.2	45112.5	43624.2	42831.9	44257.0	43524.1	41406.7	41961.2
Q2M3M2	4394.37	5803.97	4657.23	3603.2	4817.47	4402.02	4793.98	3647.98	3898.68
Q70HW3	61312.2	64770.5	67691.5	56911.7	65571.5	60532.7	56173.2	56142.4	57045.5
Q07627	30100.7	35303.4	33031.0	32046.8	32491.3	31264.7	29078.5	30982.0	28344.6
P49683	61717.8	52927.5	58301.4	58320.5	58388.1	60190.9	52700.6	50004.7	49895.9
Q6UXH1	5742.16	4336.98	3816.79	3626.16	4168.2	3727.53	2336.99	3348.57	3904.8
Q9UIF9	26721.6	25895.4	20536.2	21912.4	21785.5	24009.7	16360.9	12314.9	13108.1
P78415	3088.56	3995.33	4026.35	2632.98	2951.75	2315.01	2931.58	2025.07	2251.82
Q2VPA4	4649.81	4837.07	4592.46	4043.92	4148.03		2918.48	5057.27	4193.45
P33897	97766.5	111513.0	111171.0	87122.1	83819.8	87541.2	64480.7	63225.3	65054.5
A8MV72	7799.44	7920.9	6885.44	6337.97	6687.97	7320.65	3199.2	3823.66	4598.78
Q9H205				208.775	441.629	285.153			675.964
P13010	2854.49	2626.36	2993.16	1900.96	2607.23	2305.31	2344.08	1810.92	1774.67
P17039	4117.36	2842.95	3610.95	2715.45	2078.17	2336.43	2295.17	2545.33	2455.52
Q8N7W2		1177.04	932.51			961.526	657.618	425.29	493.891
Q6UXP3	5348.38	5336.14	5397.33	2177.89	4318.39	2864.23	4571.9	4599.94	4141.35
Q96MC4	5084.16	5500.36	5074.09	5051.76	4542.33	5846.02	5012.04	5772.66	5083.68
Q5VST9	7636.87	8924.46	8118.33	5290.53	6202.7	7672.4	6083.11	9265.24	6990.56
Q9NZ08	334132.0	346503.0	373172.0	243269.0	242426.0	240599.0	237818.0	230351.0	237076.0
Q7L8C5	29836.4	24301.2	19236.9	15924.6	21314.9	21303.2	22892.4	23148.2	20559.0
Q8IVN8	50187.5	53627.2	50837.2	37873.1	39610.5	43462.8	44374.1	44799.4	45166.4
Q9H8T0	10561.0	9405.1	10885.3	13741.5	12184.0	13047.0	12503.1	10985.1	13939.2
Q14681	16593.4	13732.8	14157.0	9195.52	6558.26	8288.11	8011.86	8596.35	8519.78
Q9H2S9	5759.75	1477.02	1858.63		2658.06	2940.01	1957.78	3142.05	2543.35
Q8TAV0	4365.68	4467.34	4196.26	4559.13	4703.12	4242.16	4491.43	4380.52	4903.65
Q8NGX6	10829.2	9960.77	9248.42	10121.2	11174.3	10413.1	8130.79	8555.81	7771.62
Q9NXC2	9542.45	9885.94	9988.11	8082.59	7619.59	10030.0	7845.01	7927.8	7497.75
Q9Y4F3	4427.79	4744.29	4353.25	4889.11	4881.46	4565.52	4576.99	4355.14	3813.83
Q96HR3	8453.9	7453.65	7403.72	8187.94	7858.13	7897.81	8318.68	8450.14	9703.31
Q8NH81	1317.74	731.661	1392.99		1160.67	1302.04	683.167	670.639	
Q6UWW9	6286.53	7053.13	8420.93	6403.56	7424.67	7698.86	7825.35	6377.99	7174.34
A6NHR9	10788.1	9394.79	8275.93	10015.0	11075.0	11586.9	9893.81	9575.94	10033.2
P56962	31331.9	32521.4	32027.6	33822.9	28900.8	27645.0	34267.7	33734.1	30980.0
Q8N944	19699.0	19251.7	19225.2	18711.8	20467.0	17588.0	17394.7	17239.9	17776.4
Q96RT1	9196.7	9002.6	9860.43	5112.17	6504.02	5282.73	7669.13	8351.6	7228.57
I3L3R5	1521.92	2056.03	2342.92	2005.18	2298.86	2216.6	2765.99	2579.21	2523.11
Q4LDG9	29115.5	30652.7	33544.7	19826.5	21671.2	23438.5	22715.0	21003.5	22368.1
O94876	29341.2	30739.8	25857.4	22705.6	22613.1	21943.5	22106.5	22784.2	24893.8
Q96JI7	82203.5	68842.7	69518.5	84017.5	86986.6	92282.4	82679.3	76947.1	65236.6
Q9Y3T9	3491.61	3254.18	3391.09	2205.79	2972.31	2519.74	2353.63	2766.07	2279.82
Q9BXG8	12912.9	12372.0	12167.2	18737.5	16394.1	17461.0	17299.3	17265.3	14314.0
Q9HCC0	3885.33	6082.6	5212.63	5448.2	5053.55	5267.73	6466.67	6327.31	6546.13
P08571	115083.0	114922.0	117799.0	91514.4	92035.3	87050.5	69966.2	70523.1	65992.9
Q5SXH7	10643.7	7769.13	7679.69	6343.33	6620.44	7141.94	6998.91	5352.78	4477.99
Q8NI17	19083.5	20995.4	23640.8	10831.4	15311.4	12721.8	15412.7	14027.3	15332.1
Q9H8M2	7704.21	7298.65	7440.72	5960.81	5704.17	5771.31	4104.34	5303.02	5522.7
Q9UII5	8743.6	6037.01	6937.95	9249.22	8357.14	10467.5	6185.64	6059.94	5292.51
Q495C1	25001.4	28057.0	26762.8	23268.8	25753.4	25025.3	24612.9	24906.7	25038.9
Q9Y619	8006.68	8889.6	9464.48	7499.51	8734.02	8822.46	7562.5	6052.39	7182.92
Q9H093	9135.03	7663.71	8342.64	4960.38	5382.97	5910.78	6591.52	5313.92	4280.67
Q6ZST4	7456.66	7144.16	7148.87	5599.01	8020.59	7724.5	5484.31	5655.6	6530.48
Q96JK9	22748.3	22816.1	21666.1	21544.3	21240.3	23640.2	19616.4	19619.0	20223.7
P68104	1561.45	1923.48	1374.28	2463.59	2350.67	2560.14	2042.67	2240.22	2461.31
Q6IQ22	7358.72	9149.25	8212.8	7612.44	8403.38	5739.47	8328.66	8236.23	8826.74
Q8TAM2	5216.36	5212.94	5166.43	6628.13	5166.05	4658.97	4737.91	4702.89	5139.15
Q3KQZ1	7032.71	7923.52	5743.0	4792.83	4738.51	6709.15	6029.51	5084.5	6709.62
Q00535	8851.24	9576.2	9386.59	8935.16	7722.69	10370.4	12295.7	10483.9	8104.6
P50281	6091.94	5543.62	6157.97	5708.88	5437.81	5407.57	5233.96	6311.96	5416.31
Q7Z7G2	3993.91	2611.11			3229.22			2761.11	
Q96RI8	7152.79	7384.83	6495.23	9532.8	9267.18	8991.45	10346.7	9011.91	8934.55
Q6ZPA2	10865.8	7753.26	10781.1	14427.0	12921.7	12844.5	10613.8	10419.0	9855.32
Q96PL2			613.356			235.75	338.482	213.933	252.452
Q5VUD6	19121.3	16886.5	16165.9	27131.2	20001.6	21215.0	14781.3	14776.7	14453.9
Q05513	106453.0	106124.0	106665.0	71187.6	74183.5	68900.2	66968.4	64735.0	71860.5
B6A8C7	4409.88	2805.81	2523.69	3992.99	3315.38	3375.24	3582.34	4311.89	6082.72
